"","spp","dbh","cr","logs","best_log","worst_log","butt_log","veneer_present","saw_present","quality_score","site","drate","price_factor","crop"
"16601","SO",7,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16602","RS",7,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16603","WO",7,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16604","WP",7,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16605","YB",7,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16606","BC",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16607","BF",10,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16608","BM",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16609","EH",10,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16610","PB",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16611","RM",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16612","SO",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16613","RS",10,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16614","WO",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16615","WP",10,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16616","YB",10,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16617","BC",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16618","BF",13,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16619","BM",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16620","EH",13,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16621","PB",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16622","RM",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16623","SO",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16624","RS",13,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16625","WO",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16626","WP",13,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16627","YB",13,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16628","BC",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16629","BF",16,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16630","BM",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16631","EH",16,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16632","PB",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16633","RM",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16634","SO",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16635","RS",16,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16636","WO",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16637","WP",16,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16638","YB",16,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16639","BC",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16640","BF",19,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16641","BM",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16642","EH",19,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16643","PB",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16644","RM",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16645","SO",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16646","RS",19,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16647","WO",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16648","WP",19,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16649","YB",19,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16650","BC",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16651","BF",22,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16652","BM",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16653","EH",22,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16654","PB",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16655","RM",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16656","SO",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16657","RS",22,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16658","WO",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16659","WP",22,30,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16660","YB",22,30,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16661","BC",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16662","BF",4,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16663","BM",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16664","EH",4,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16665","PB",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16666","RM",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16667","SO",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16668","RS",4,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16669","WO",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16670","WP",4,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16671","YB",4,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16672","BC",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16673","BF",7,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16674","BM",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16675","EH",7,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16676","PB",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16677","RM",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16678","SO",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16679","RS",7,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16680","WO",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16681","WP",7,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16682","YB",7,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16683","BC",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16684","BF",10,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16685","BM",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16686","EH",10,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16687","PB",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16688","RM",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16689","SO",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16690","RS",10,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16691","WO",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16692","WP",10,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16693","YB",10,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16694","BC",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16695","BF",13,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16696","BM",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16697","EH",13,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16698","PB",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16699","RM",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16700","SO",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16701","RS",13,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16702","WO",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16703","WP",13,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16704","YB",13,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16705","BC",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16706","BF",16,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16707","BM",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16708","EH",16,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16709","PB",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16710","RM",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16711","SO",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16712","RS",16,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16713","WO",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16714","WP",16,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16715","YB",16,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16716","BC",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16717","BF",19,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16718","BM",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16719","EH",19,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16720","PB",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16721","RM",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16722","SO",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16723","RS",19,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16724","WO",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16725","WP",19,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16726","YB",19,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16727","BC",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16728","BF",22,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16729","BM",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16730","EH",22,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16731","PB",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16732","RM",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16733","SO",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16734","RS",22,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16735","WO",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16736","WP",22,40,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16737","YB",22,40,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16738","BC",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16739","BF",4,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16740","BM",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16741","EH",4,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16742","PB",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16743","RM",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16744","SO",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16745","RS",4,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16746","WO",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16747","WP",4,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16748","YB",4,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16749","BC",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16750","BF",7,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16751","BM",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16752","EH",7,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16753","PB",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16754","RM",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16755","SO",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16756","RS",7,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16757","WO",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16758","WP",7,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16759","YB",7,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16760","BC",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16761","BF",10,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16762","BM",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16763","EH",10,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16764","PB",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16765","RM",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16766","SO",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16767","RS",10,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16768","WO",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16769","WP",10,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16770","YB",10,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16771","BC",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16772","BF",13,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16773","BM",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16774","EH",13,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16775","PB",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16776","RM",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16777","SO",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16778","RS",13,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16779","WO",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16780","WP",13,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16781","YB",13,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16782","BC",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16783","BF",16,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16784","BM",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16785","EH",16,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16786","PB",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16787","RM",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16788","SO",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16789","RS",16,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16790","WO",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16791","WP",16,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16792","YB",16,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16793","BC",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16794","BF",19,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16795","BM",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16796","EH",19,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16797","PB",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16798","RM",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16799","SO",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16800","RS",19,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16801","WO",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16802","WP",19,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16803","YB",19,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16804","BC",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16805","BF",22,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16806","BM",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16807","EH",22,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16808","PB",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16809","RM",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16810","SO",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16811","RS",22,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16812","WO",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16813","WP",22,50,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16814","YB",22,50,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16815","BC",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16816","BF",4,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16817","BM",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16818","EH",4,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16819","PB",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16820","RM",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16821","SO",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16822","RS",4,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16823","WO",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16824","WP",4,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16825","YB",4,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16826","BC",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16827","BF",7,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16828","BM",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16829","EH",7,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16830","PB",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16831","RM",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16832","SO",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16833","RS",7,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16834","WO",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16835","WP",7,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16836","YB",7,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16837","BC",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16838","BF",10,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16839","BM",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16840","EH",10,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16841","PB",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16842","RM",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16843","SO",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16844","RS",10,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16845","WO",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16846","WP",10,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16847","YB",10,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16848","BC",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16849","BF",13,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16850","BM",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16851","EH",13,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16852","PB",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16853","RM",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16854","SO",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16855","RS",13,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16856","WO",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16857","WP",13,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16858","YB",13,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,TRUE
"16859","BC",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16860","BF",16,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16861","BM",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16862","EH",16,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16863","PB",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16864","RM",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16865","SO",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16866","RS",16,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16867","WO",16,60,"2555555555",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
"16868","WP",16,60,"2552222222",2,5,2,FALSE,TRUE,2,"clayplain",0.03,1,FALSE
